Date,Address,Postcode,Price,Type,Ownership,NewBuild,SaleType
2015-03-27,"75 Partridge Drive, Tilehurst",RG31 4SX,305000,Semi-detached,"Freehold",No,Standard
2015-03-05,"15 Halpin Close, Calcot",RG31 4RA,194500,Flat,"Leasehold",No,Standard
2015-03-03,"Sparrow Cottage, Royal Avenue, Calcot",RG31 4UP,199500,Terraced,"Freehold",No,Standard
2015-02-25,"49 City Road, Tilehurst",RG31 4HA,443000,Detached,"Freehold",No,Standard
2015-02-23,"12 Glenwood Drive, Tilehurst",RG31 4HE,250000,Semi-detached,"Freehold",No,Standard
2015-02-23,"16 Bitterne Avenue, Tilehurst",RG31 4SP,250000,Terraced,"Freehold",No,Standard
2015-01-21,"33 Robin Way, Tilehurst",RG31 4SW,250000,Terraced,"Freehold",No,Standard
2015-01-16,"41 Partridge Drive, Tilehurst",RG31 4SX,235000,Semi-detached,"Freehold",No,Standard
2015-01-15,"10 Sandown Avenue, Calcot",RG31 4RB,307500,Detached,"Freehold",No,Standard
2015-01-14,"18A Bitterne Avenue, Tilehurst",RG31 4SP,263000,Terraced,"Freehold",No,Standard
2015-01-09,"2 Gatcombe Close, Calcot",RG31 4XQ,272000,Terraced,"Freehold",No,Standard
2015-01-08,"9 Linnet Close, Tilehurst",RG31 4SR,315000,Terraced,"Freehold",No,Standard
2014-12-11,"66 Starlings Drive, Tilehurst",RG31 4SS,158500,Flat,"Leasehold",No,Non-standard
2014-12-08,"40 Robin Way, Tilehurst",RG31 4SW,199950,Flat,"Leasehold",No,Standard
2014-12-02,"8 Farm Drive, Tilehurst",RG31 4EU,376000,Detached,"Freehold",No,Standard
2014-12-01,"Wren Cottage, Royal Avenue, Calcot",RG31 4UP,219950,Terraced,"Freehold",No,Standard
2014-11-28,"77 Partridge Drive, Tilehurst",RG31 4SX,313000,Semi-detached,"Freehold",No,Standard
2014-11-28,"69 Garston Crescent, Calcot",RG31 4XL,280000,Semi-detached,"Freehold",No,Standard
2014-11-21,"133 Park Lane, Tilehurst",RG31 4DR,250000,Terraced,"Freehold",No,Standard
2014-11-21,"15 Bitterne Avenue, Tilehurst",RG31 4SP,300200,Semi-detached,"Freehold",No,Standard
2014-11-21,"9 Robin Way, Tilehurst",RG31 4SW,299950,Semi-detached,"Freehold",No,Standard
2014-11-13,"9 Alder Drive, Tilehurst",RG31 4EP,174950,Flat,"Leasehold",No,Standard
2014-10-31,"34 Gatcombe Close, Calcot",RG31 4XQ,286000,Detached,"Freehold",No,Standard
2014-10-27,"5 Acorn Walk, Calcot",RG31 4RL,246000,Terraced,"Freehold",No,Standard
2014-10-17,"2 Blagrave Cottages, Voller Drive, Tilehurst",RG31 4SE,266000,Semi-detached,"Freehold",No,Standard
2014-10-10,"1 Alder Drive, Tilehurst",RG31 4EP,165000,Flat,"Leasehold",No,Standard
2014-10-10,"13 Halpin Close, Calcot",RG31 4RA,210000,Flat,"Leasehold",No,Standard
2014-09-30,"2 Blagrave Cottages, Voller Drive, Tilehurst",RG31 4AB,270000,Semi-detached,"Freehold",No,Non-standard
2014-09-30,"49 Curlew Drive, Tilehurst",RG31 4TA,274950,Semi-detached,"Freehold",No,Standard
2014-09-23,"7 Garston Crescent, Calcot",RG31 4XL,250000,Semi-detached,"Freehold",No,Standard
2014-09-19,"78 Robin Way, Tilehurst",RG31 4SW,187000,Flat,"Leasehold",No,Standard
2014-09-12,"35 Oliver Drive, Calcot",RG31 4XN,250000,Semi-detached,"Freehold",No,Standard
2014-09-05,"72 Starlings Drive, Tilehurst",RG31 4SS,149950,Flat,"Leasehold",No,Non-standard
2014-09-05,"32 Royal Avenue, Calcot",RG31 4UP,236111,Semi-detached,"Freehold",No,Standard
2014-09-02,"5 Boundary Close, Tilehurst",RG31 4ER,299950,Semi-detached,"Freehold",No,Standard
2014-08-22,"9 Acorn Walk, Calcot",RG31 4RL,243000,Terraced,"Freehold",No,Standard
2014-08-15,"3 Barley Walk, Tilehurst",RG31 4HQ,535000,Detached,"Freehold",No,Standard
2014-08-15,"22 Bitterne Avenue, Tilehurst",RG31 4SP,275000,Terraced,"Freehold",No,Standard
2014-08-14,"1A Langley Hill Close, Tilehurst",RG31 4EJ,352000,Detached,"Freehold",No,Standard
2014-08-12,"110 Park Lane, Tilehurst",RG31 4DU,239950,Terraced,"Freehold",No,Standard
2014-08-08,"101 Park Lane, Tilehurst",RG31 4DR,245000,Terraced,"Freehold",No,Standard
2014-08-06,"2 Sandringham Way, Calcot",RG31 4XA,244000,Terraced,"Freehold",No,Standard
2014-08-01,"15 Garston Crescent, Calcot",RG31 4XL,242000,Semi-detached,"Freehold",No,Standard
2014-07-31,"19 Garston Crescent, Calcot",RG31 4XL,250000,Semi-detached,"Freehold",No,Standard
2014-07-25,"15 Blagrave Rise, Tilehurst",RG31 4SF,295000,Detached,"Freehold",No,Standard
2014-07-25,"209 City Road, Tilehurst",RG31 4SL,282000,Semi-detached,"Freehold",No,Standard
2014-07-25,"57 Garston Crescent, Calcot",RG31 4XL,250000,Semi-detached,"Leasehold",No,Standard
2014-07-18,"27 Gatcombe Close, Calcot",RG31 4XQ,174950,Terraced,"Freehold",No,Standard
2014-07-08,"5 Broom Close, Calcot",RG31 4ZS,292500,Detached,"Freehold",No,Standard
2014-07-02,"17 Langley Hill Close, Tilehurst",RG31 4EJ,225000,Semi-detached,"Freehold",No,Standard
2014-06-27,"48 Royal Avenue, Calcot",RG31 4UP,214000,Semi-detached,"Freehold",No,Standard
2014-06-25,"21 Farm Drive, Tilehurst",RG31 4EU,285000,Semi-detached,"Freehold",No,Standard
2014-06-24,"7 Fern Walk, Calcot",RG31 4YA,292000,Semi-detached,"Freehold",No,Standard
2014-06-20,"6 Bitterne Avenue, Tilehurst",RG31 4SP,233000,Terraced,"Freehold",No,Non-standard
2014-06-17,"2 Langley Hill, Calcot",RG31 4QU,400000,Detached,"Freehold",No,Non-standard
2014-06-13,"62 Curlew Drive, Tilehurst",RG31 4TA,248000,Terraced,"Freehold",No,Standard
2014-06-06,"53 Royal Avenue, Calcot",RG31 4UR,180000,Semi-detached,"Leasehold",No,Standard
2014-05-30,"10 Poppy Way, Calcot",RG31 4RJ,195000,Terraced,"Freehold",No,Standard
2014-05-28,"8 Withy Close, Tilehurst",RG31 4SQ,309950,Detached,"Freehold",No,Standard
2014-05-23,"100 Starlings Drive, Tilehurst",RG31 4SS,147500,Flat,"Leasehold",No,Standard
2014-05-16,"9A Royal Avenue, Calcot",RG31 4UP,245000,Terraced,"Freehold",No,Standard
2014-05-15,"34 Bitterne Avenue, Tilehurst",RG31 4SP,265000,Semi-detached,"Freehold",No,Standard
2014-05-15,"20 Gatcombe Close, Calcot",RG31 4XQ,186450,Semi-detached,"Freehold",No,Standard
2014-05-09,"6 Gatcombe Close, Calcot",RG31 4XQ,249000,Terraced,"Freehold",No,Standard
2014-04-24,"45 Garston Crescent, Calcot",RG31 4XL,235000,Semi-detached,"Freehold",No,Non-standard
2014-04-17,"124 Park Lane, Tilehurst",RG31 4DU,206000,Terraced,"Freehold",No,Standard
2014-04-17,"23 Gatcombe Close, Calcot",RG31 4XQ,245000,Detached,"Freehold",No,Standard
2014-04-15,"3 Lilac Walk, Calcot",RG31 4YZ,249950,Semi-detached,"Freehold",No,Standard
2014-04-11,"29 City Road, Tilehurst",RG31 4HA,230000,Terraced,"Freehold",No,Standard
2014-04-03,"5 Cresswells Brow House, 173 City Road, Tilehurst",RG31 4SA,153000,Flat,"Leasehold",No,Standard
2014-03-28,"2 Marlborough Way, Calcot",RG31 4XB,270000,Semi-detached,"Freehold",No,Standard
2014-03-25,"Pinecroft, Langley Hall Drive, Calcot",RG31 4QY,695000,Detached,"Freehold",No,Standard
2014-03-07,"8 Langley Hill, Calcot",RG31 4QU,285000,Detached,"Freehold",No,Standard
2014-02-14,"28 Robin Way, Tilehurst",RG31 4SW,250000,Semi-detached,"Freehold",No,Standard
2014-01-31,"7 Broom Close, Calcot",RG31 4ZS,325000,Detached,"Freehold",No,Standard
2014-01-17,"24 Halpin Close, Calcot",RG31 4RA,145000,Flat,"Leasehold",No,Standard
2014-01-17,"19 Bay Tree Rise, Calcot",RG31 4RG,240000,Detached,"Freehold",No,Standard
2014-01-16,"46 Starlings Drive, Tilehurst",RG31 4SU,266000,Terraced,"Freehold",No,Standard
2013-12-19,"1 Mead Close, Tilehurst",RG31 4ET,249950,Terraced,"Freehold",No,Standard
2013-12-17,"83 Royal Avenue, Calcot",RG31 4UR,195000,Semi-detached,"Freehold",No,Standard
2013-12-16,"18 Glamis Way, Calcot",RG31 4UX,235000,Detached,"Freehold",No,Standard
2013-12-13,"50 Oliver Drive, Calcot",RG31 4XN,199950,Semi-detached,"Freehold",No,Standard
2013-12-12,"80 Starlings Drive, Tilehurst",RG31 4SS,160000,Flat,"Leasehold",No,Standard
2013-12-12,"60 Curlew Drive, Tilehurst",RG31 4TA,239950,Terraced,"Freehold",No,Standard
2013-12-05,"3 Langley Hill, Calcot",RG31 4QX,230000,Semi-detached,"Freehold",No,Standard
2013-11-29,"20 Glamis Way, Calcot",RG31 4UX,250000,Semi-detached,"Freehold",No,Standard
2013-11-20,"29 Gatcombe Close, Calcot",RG31 4XQ,164500,Terraced,"Freehold",No,Standard
2013-11-15,"9 Sandown Avenue, Calcot",RG31 4RB,249950,Detached,"Freehold",No,Standard
2013-11-15,"33 Curlew Drive, Tilehurst",RG31 4TA,250000,Semi-detached,"Freehold",No,Standard
2013-11-14,"67 Royal Avenue, Calcot",RG31 4UR,157500,Semi-detached,"Freehold",No,Standard
2013-11-12,"70 Starlings Drive, Tilehurst",RG31 4SS,149950,Flat,"Leasehold",No,Standard
2013-11-12,"Flat, Turnhams Farm House, Pincents Lane, Tilehurst",RG31 4TT,650000,Detached,"Freehold",No,Standard
2013-11-11,"52 Oliver Drive, Calcot",RG31 4XN,190000,Semi-detached,"Freehold",No,Standard
2013-10-24,"6 Robin Way, Tilehurst",RG31 4SW,240000,Semi-detached,"Freehold",No,Standard
2013-10-11,"11 Fern Walk, Calcot",RG31 4YA,219950,Semi-detached,"Freehold",No,Standard
2013-10-04,"6 Hugh Fraser Drive, Tilehurst",RG31 4QZ,217000,Terraced,"Freehold",No,Standard
2013-10-04,"2 Poppy Way, Calcot",RG31 4RJ,211000,Terraced,"Freehold",No,Standard
2013-09-18,"17 Ashwood Close, Tilehurst",RG31 4EX,230000,Terraced,"Freehold",No,Standard
2013-09-13,"116 Park Lane, Tilehurst",RG31 4DU,245000,Terraced,"Freehold",No,Standard
2013-09-13,"58 Royal Avenue, Calcot",RG31 4UR,197750,Semi-detached,"Freehold",No,Standard
2013-09-09,"179 Park Lane, Tilehurst",RG31 4DR,238000,Semi-detached,"Freehold",No,Standard
2013-07-22,"9A Royal Avenue, Calcot",RG31 4UP,85750,Semi-detached,"Freehold",Yes,Standard
2013-07-19,"23 Starlings Drive, Tilehurst",RG31 4SU,249999,Semi-detached,"Freehold",No,Standard
2013-07-18,"24 Bay Tree Rise, Calcot",RG31 4RG,249950,Detached,"Freehold",No,Standard
2013-07-12,"9 Withy Close, Tilehurst",RG31 4SQ,335000,Detached,"Freehold",No,Standard
2013-07-08,"1 Fuchsia Close, Calcot",RG31 4RH,285000,Detached,"Freehold",No,Standard
2013-06-28,"12 Glenwood Drive, Tilehurst",RG31 4HE,199950,Semi-detached,"Freehold",No,Standard
2013-06-21,"11 Alder Drive, Tilehurst",RG31 4EP,125000,Flat,"Leasehold",No,Standard
2013-06-13,"11 Withy Close, Tilehurst",RG31 4SQ,340000,Detached,"Freehold",No,Standard
2013-06-12,"14 Blagrave Rise, Tilehurst",RG31 4SF,283500,Detached,"Freehold",No,Standard
2013-06-03,"7 Oliver Drive, Calcot",RG31 4XN,190000,Semi-detached,"Freehold",No,Standard
2013-05-30,"5 Mead Close, Tilehurst",RG31 4ET,220000,Terraced,"Freehold",No,Standard
2013-05-28,"44 Langley Hill, Calcot",RG31 4QU,228000,Detached,"Freehold",No,Standard
2013-05-24,"10 Firs Road, Tilehurst",RG31 4EN,265000,Semi-detached,"Freehold",No,Standard
2013-05-21,"29 Royal Avenue, Calcot",RG31 4UP,199000,Semi-detached,"Freehold",No,Standard
2013-05-17,"7 Blagrave Rise, Tilehurst",RG31 4SF,345000,Detached,"Freehold",No,Standard
2013-05-17,"2 Withy Close, Tilehurst",RG31 4SQ,305000,Detached,"Freehold",No,Standard
2013-05-17,"42 Curlew Drive, Tilehurst",RG31 4TA,249950,Terraced,"Freehold",No,Standard
2013-04-30,"89 Yew Tree Rise, Calcot",RG31 4RQ,244950,Terraced,"Freehold",No,Standard
2013-04-26,"24 Garston Crescent, Calcot",RG31 4XJ,190000,Semi-detached,"Freehold",No,Standard
2013-04-25,"14 Yew Tree Rise, Calcot",RG31 4RQ,290000,Detached,"Freehold",No,Standard
2013-04-19,"45 Farm Drive, Tilehurst",RG31 4EU,262500,Semi-detached,"Freehold",No,Standard
2013-04-15,"11 Boundary Close, Tilehurst",RG31 4ER,277500,Semi-detached,"Freehold",No,Standard
2013-04-05,"42 Gatcombe Close, Calcot",RG31 4XQ,230000,Semi-detached,"Freehold",No,Standard
2013-03-25,"10 Langley Hill, Calcot",RG31 4QU,297500,Detached,"Freehold",No,Standard
2013-03-25,"22 Glamis Way, Calcot",RG31 4UX,247000,Semi-detached,"Freehold",Yes,Standard
2013-03-08,"8 Oliver Drive, Calcot",RG31 4XN,148000,Semi-detached,"Freehold",No,Standard
2013-03-01,"70 Old Bath Road, Calcot",RG31 4QL,199000,Terraced,"Freehold",No,Standard
2013-02-28,"5 Glenwood Drive, Tilehurst",RG31 4HE,229950,Terraced,"Freehold",No,Standard
2013-02-22,"115 Park Lane, Tilehurst",RG31 4DR,205000,Terraced,"Freehold",No,Standard
2013-02-21,"9 Broom Close, Calcot",RG31 4ZS,250000,Detached,"Freehold",No,Standard
2013-02-12,"35 Oliver Drive, Calcot",RG31 4XN,187500,Semi-detached,"Freehold",No,Standard
2013-02-08,"98 Starlings Drive, Tilehurst",RG31 4SS,145000,Flat,"Leasehold",No,Standard
2013-02-04,"50 Bitterne Avenue, Tilehurst",RG31 4SP,245000,Semi-detached,"Freehold",No,Standard
2013-01-28,"20 Halpin Close, Calcot",RG31 4RA,141500,Flat,"Leasehold",No,Standard
2013-01-21,"32 Curlew Drive, Tilehurst",RG31 4TA,235000,Semi-detached,"Freehold",No,Standard
2013-01-16,"10 Empress Road, Calcot",RG31 4XR,169000,Semi-detached,"Freehold",No,Standard
2013-01-15,"22 Bay Tree Rise, Calcot",RG31 4RG,245000,Detached,"Freehold",No,Standard
2012-12-17,"17A Royal Avenue, Calcot",RG31 4UP,223000,Terraced,"Freehold",No,Standard
2012-12-03,"26 Glamis Way, Calcot",RG31 4UX,250000,Semi-detached,"Freehold",Yes,Standard
2012-11-30,"121A Park Lane, Tilehurst",RG31 4DR,397500,Detached,"Freehold",No,Standard
2012-11-30,"15 Sandown Avenue, Calcot",RG31 4RB,250000,Detached,"Freehold",No,Standard
2012-11-30,"36 Royal Avenue, Calcot",RG31 4UP,214500,Semi-detached,"Freehold",No,Standard
2012-11-27,"1 Curlew Drive, Tilehurst",RG31 4TA,245000,Semi-detached,"Freehold",No,Standard
2012-11-16,"14 Lilac Walk, Calcot",RG31 4YZ,201000,Semi-detached,"Freehold",No,Standard
2012-11-09,"76 Starlings Drive, Tilehurst",RG31 4SS,145000,Flat,"Leasehold",No,Standard
2012-11-07,"15 Yew Tree Rise, Calcot",RG31 4RQ,205000,Semi-detached,"Freehold",No,Standard
2012-11-07,"46 Starlings Drive, Tilehurst",RG31 4SU,187000,Terraced,"Freehold",No,Standard
2012-11-01,"1 Starlings Drive, Tilehurst",RG31 4ST,250000,Semi-detached,"Freehold",No,Standard
2012-10-23,"35 Yew Tree Rise, Calcot",RG31 4RQ,188000,Semi-detached,"Freehold",No,Standard
2012-10-22,"177B Park Lane, Tilehurst",RG31 4DR,263000,Detached,"Freehold",No,Standard
2012-10-19,"2 Mayfield Avenue, Calcot",RG31 4RE,289400,Detached,"Freehold",No,Standard
2012-10-11,"Flat 4, Old Bath Court, Old Bath Road, Calcot",RG31 4AA,170000,Flat,"Leasehold",Yes,Standard
2012-10-11,"72 Royal Avenue, Calcot",RG31 4UR,184000,Semi-detached,"Freehold",No,Standard
2012-10-05,"9 Poppy Way, Calcot",RG31 4RJ,190000,Terraced,"Freehold",No,Standard
2012-10-04,"17 Royal Avenue, Calcot",RG31 4UP,220000,Terraced,"Freehold",No,Standard
2012-10-02,"152A Park Lane, Tilehurst",RG31 4DU,211000,Terraced,"Freehold",No,Standard
2012-10-01,"94 Old Bath Road, Calcot",RG31 4QL,159700,Flat,"Leasehold",No,Standard
2012-10-01,"30 Oliver Drive, Calcot",RG31 4XN,167000,Semi-detached,"Freehold",No,Standard
2012-09-16,"104 Starlings Drive, Tilehurst",RG31 4SS,144000,Flat,"Leasehold",No,Standard
2012-09-14,"79 Partridge Drive, Tilehurst",RG31 4SX,248000,Semi-detached,"Freehold",No,Standard
2012-09-07,"4 Glamis Way, Calcot",RG31 4UX,190000,Terraced,"Freehold",No,Standard
2012-09-05,"66 Robin Way, Tilehurst",RG31 4SW,152500,Flat,"Leasehold",No,Standard
2012-08-24,"5 Poppy Way, Calcot",RG31 4RJ,203500,Terraced,"Freehold",No,Standard
2012-08-22,"179 City Road, Tilehurst",RG31 4SL,310000,Semi-detached,"Freehold",No,Standard
2012-08-03,"23 Hugh Fraser Drive, Tilehurst",RG31 4QZ,229500,Detached,"Freehold",No,Standard
2012-08-02,"89 Park Lane, Tilehurst",RG31 4DR,365000,Terraced,"Freehold",No,Standard
2012-07-27,"21 Voller Drive, Tilehurst",RG31 4SE,425000,Detached,"Freehold",No,Standard
2012-07-27,"157 City Road, Tilehurst",RG31 4SL,215000,Semi-detached,"Freehold",No,Standard
2012-07-27,"72 Robin Way, Tilehurst",RG31 4SW,160000,Flat,"Leasehold",No,Standard
2012-07-27,"61 Curlew Drive, Tilehurst",RG31 4TA,209950,Terraced,"Freehold",No,Standard
2012-07-20,"12 Alder Drive, Tilehurst",RG31 4EP,148000,Flat,"Leasehold",No,Standard
2012-07-20,"2 Windsor Way, Calcot",RG31 4UY,165000,Terraced,"Freehold",No,Standard
2012-07-04,"24 Magpie Way, Tilehurst",RG31 4SJ,235000,Semi-detached,"Freehold",No,Standard
2012-07-04,"21 Gatcombe Close, Calcot",RG31 4XQ,277000,Semi-detached,"Freehold",No,Standard
2012-06-25,"22 Bitterne Avenue, Tilehurst",RG31 4SP,229950,Terraced,"Freehold",No,Standard
2012-06-19,"25 Garston Crescent, Calcot",RG31 4XL,210000,Semi-detached,"Freehold",No,Standard
2012-06-08,"24 Langley Hill, Calcot",RG31 4QU,560000,Detached,"Freehold",No,Standard
2012-06-07,"171 Park Lane, Tilehurst",RG31 4DR,249950,Terraced,"Freehold",No,Standard
2012-06-01,"3 Curlew Drive, Tilehurst",RG31 4TA,209950,Semi-detached,"Freehold",No,Standard
2012-05-31,"21 Royal Avenue, Calcot",RG31 4UP,195000,Semi-detached,"Freehold",No,Standard
2012-05-28,"7 High View, Calcot",RG31 4XD,175000,Terraced,"Freehold",No,Standard
2012-05-25,"25 Broom Close, Calcot",RG31 4ZS,265000,Detached,"Freehold",No,Standard
2012-05-04,"Piper Cottage, Royal Avenue, Calcot",RG31 4UP,168000,Terraced,"Freehold",No,Standard
2012-05-03,"52 Bitterne Avenue, Tilehurst",RG31 4SP,240000,Semi-detached,"Freehold",No,Standard
2012-05-03,"Wren Cottage, Royal Avenue, Calcot",RG31 4UP,170000,Terraced,"Freehold",Yes,Standard
2012-04-27,"Dove Cottage, Royal Avenue, Calcot",RG31 4UP,179950,Terraced,"Freehold",Yes,Standard
2012-04-26,"125 Park Lane, Tilehurst",RG31 4DR,170000,Terraced,"Freehold",No,Standard
2012-04-26,"Lark Cottage, Royal Avenue, Calcot",RG31 4UP,164950,Terraced,"Freehold",No,Standard
2012-04-20,"7 Swallow Close, Tilehurst",RG31 4SN,210000,Terraced,"Freehold",No,Standard
2012-04-05,"Sparrow Cottage, Royal Avenue, Calcot",RG31 4UP,167000,Terraced,"Freehold",Yes,Standard
2012-04-05,"70 Royal Avenue, Calcot",RG31 4UR,156000,Semi-detached,"Freehold",No,Standard
2012-04-04,"11 Yew Tree Rise, Calcot",RG31 4RQ,214950,Semi-detached,"Freehold",No,Standard
2012-03-23,"40 Gatcombe Close, Calcot",RG31 4XQ,215000,Semi-detached,"Freehold",No,Standard
2012-03-22,"48 Oliver Drive, Calcot",RG31 4XN,179000,Semi-detached,"Freehold",No,Standard
2012-03-09,"10 Ayrton Senna Road, Tilehurst",RG31 4JQ,245000,Semi-detached,"Freehold",No,Standard
2012-03-09,"25 Starlings Drive, Tilehurst",RG31 4SU,244999,Semi-detached,"Freehold",No,Standard
2012-03-01,"10 High View, Calcot",RG31 4XD,167500,Semi-detached,"Freehold",No,Standard
2012-03-01,"5 Broom Close, Calcot",RG31 4ZS,250000,Detached,"Freehold",No,Standard
2012-02-28,"12 Farm Drive, Tilehurst",RG31 4EU,275000,Detached,"Freehold",No,Standard
2012-02-17,"Flat 2, Old Bath Court, Old Bath Road, Calcot",RG31 4AA,175000,Flat,"Leasehold",No,Standard
2012-02-09,"9 Robin Way, Tilehurst",RG31 4SW,235000,Semi-detached,"Freehold",No,Standard
2012-02-03,"96 Starlings Drive, Tilehurst",RG31 4SS,150000,Flat,"Leasehold",No,Standard
2012-02-02,"53 Yew Tree Rise, Calcot",RG31 4RQ,201000,Semi-detached,"Freehold",No,Standard
2012-01-30,"50 Starlings Drive, Tilehurst",RG31 4SU,223000,Terraced,"Freehold",No,Standard
2012-01-27,"8 Fern Walk, Calcot",RG31 4YA,185000,Semi-detached,"Freehold",No,Standard
2012-01-20,"5 Voller Drive, Tilehurst",RG31 4SE,315000,Detached,"Freehold",No,Standard
2012-01-13,"124 Park Lane, Tilehurst",RG31 4DU,185000,Terraced,"Freehold",No,Standard
2011-12-22,"28 Partridge Drive, Tilehurst",RG31 4SX,247500,Semi-detached,"Freehold",No,Standard
2011-12-16,"3 Fuchsia Close, Calcot",RG31 4RH,279950,Detached,"Freehold",No,Standard
2011-12-16,"30 Bitterne Avenue, Tilehurst",RG31 4SP,214000,Semi-detached,"Freehold",No,Standard
2011-12-08,"52 Bitterne Avenue, Tilehurst",RG31 4SP,210000,Semi-detached,"Freehold",No,Standard
2011-12-02,"2 Magpie Way, Tilehurst",RG31 4SJ,155000,Flat,"Leasehold",No,Standard
2011-11-29,"9 Alder Drive, Tilehurst",RG31 4EP,131500,Semi-detached,"Leasehold",No,Standard
2011-11-25,"48 Robin Way, Tilehurst",RG31 4SW,160000,Flat,"Leasehold",No,Standard
2011-11-25,"77 Partridge Drive, Tilehurst",RG31 4SX,220000,Semi-detached,"Freehold",No,Standard
2011-11-25,"67 Partridge Drive, Tilehurst",RG31 4SX,205000,Semi-detached,"Freehold",No,Standard
2011-11-25,"9 Partridge Drive, Tilehurst",RG31 4SX,245000,Semi-detached,"Freehold",No,Standard
2011-11-18,"9 Royal Avenue, Calcot",RG31 4UP,175000,Semi-detached,"Freehold",No,Standard
2011-11-04,"4 Partridge Drive, Tilehurst",RG31 4SX,235000,Semi-detached,"Freehold",No,Standard
2011-10-28,"7 Lilac Walk, Calcot",RG31 4YZ,204000,Semi-detached,"Freehold",No,Standard
2011-10-26,"7A High View, Calcot",RG31 4XD,104000,Detached,"Freehold",No,Standard
2011-10-21,"151 City Road, Tilehurst",RG31 4SL,218000,Detached,"Freehold",No,Standard
2011-10-21,"69 Partridge Drive, Tilehurst",RG31 4SX,190000,Semi-detached,"Freehold",No,Standard
2011-10-17,"23 Bay Tree Rise, Calcot",RG31 4RG,275000,Detached,"Freehold",No,Standard
2011-10-17,"9 Blagrave Rise, Tilehurst",RG31 4SF,397500,Detached,"Freehold",No,Standard
2011-10-14,"15 Fern Walk, Calcot",RG31 4YA,200000,Semi-detached,"Freehold",No,Standard
2011-10-13,"79 Yew Tree Rise, Calcot",RG31 4RQ,229500,Terraced,"Freehold",No,Standard
2011-09-30,"Flat 3, Old Bath Court, 90 Old Bath Road, Calcot",RG31 4QL,189500,Flat,"Leasehold",No,Standard
2011-09-30,"78 Starlings Drive, Tilehurst",RG31 4SS,149000,Flat,"Leasehold",No,Standard
2011-09-30,"6 Warbler Close, Tilehurst",RG31 4ZQ,219950,Semi-detached,"Freehold",No,Standard
2011-09-27,"41 Conway Road, Calcot",RG31 4XP,190000,Semi-detached,"Freehold",No,Standard
2011-09-21,"1 Langley Hill, Calcot",RG31 4QX,229500,Semi-detached,"Freehold",No,Standard
2011-09-20,"43 Gatcombe Close, Calcot",RG31 4XQ,205000,Semi-detached,"Freehold",No,Standard
2011-09-19,"10 Chaffinch Close, Tilehurst",RG31 4ZD,320000,Detached,"Freehold",No,Standard
2011-08-22,"6 Mayfield Avenue, Calcot",RG31 4RE,340000,Detached,"Freehold",No,Standard
2011-08-17,"Flat 1, Old Bath Court, Old Bath Road, Calcot",RG31 4QL,145000,Flat,"Leasehold",No,Standard
2011-08-05,"10 Bay Tree Rise, Calcot",RG31 4RG,315000,Detached,"Freehold",No,Standard
2011-07-28,"161 Park Lane, Tilehurst",RG31 4DR,248000,Terraced,"Freehold",No,Standard
2011-07-22,"1 Yew Tree Rise, Calcot",RG31 4RQ,210000,Semi-detached,"Freehold",No,Standard
2011-07-15,"12 Glenwood Drive, Tilehurst",RG31 4HE,185000,Semi-detached,"Freehold",No,Standard
2011-07-01,"115 Langley Hill, Tilehurst",RG31 4EH,295000,Semi-detached,"Freehold",No,Standard
2011-06-22,"41 Robin Way, Tilehurst",RG31 4SW,223000,Semi-detached,"Freehold",No,Standard
2011-06-17,"4 High View, Calcot",RG31 4XE,199000,Semi-detached,"Freehold",No,Standard
2011-06-10,"4 Blagrave Cottages, Voller Drive, Tilehurst",RG31 4SE,230000,Detached,"Freehold",No,Standard
2011-06-03,"71 Yew Tree Rise, Calcot",RG31 4RQ,200000,Terraced,"Freehold",No,Standard
2011-05-27,"59 Curlew Drive, Tilehurst",RG31 4TA,195250,Terraced,"Freehold",No,Standard
2011-05-26,"1 Blagrave Cottages, Voller Drive, Tilehurst",RG31 4SE,242500,Semi-detached,"Freehold",Yes,Standard
2011-05-26,"57 Garston Crescent, Calcot",RG31 4XL,179000,Semi-detached,"Leasehold",No,Standard
2011-05-20,"3 Fern Walk, Calcot",RG31 4YA,198000,Semi-detached,"Freehold",No,Standard
2011-05-12,"4 Voller Drive, Tilehurst",RG31 4SE,315000,Detached,"Freehold",No,Standard
2011-05-11,"10 Mead Close, Tilehurst",RG31 4ET,247000,Semi-detached,"Freehold",No,Standard
2011-04-15,"17 Halpin Close, Calcot",RG31 4RA,140000,Flat,"Leasehold",No,Standard
2011-04-01,"167 Park Lane, Tilehurst",RG31 4DR,165000,Terraced,"Freehold",No,Standard
2011-04-01,"12 Withy Close, Tilehurst",RG31 4SQ,354950,Detached,"Freehold",No,Standard
2011-03-30,"1 High View, Calcot",RG31 4XD,236000,Semi-detached,"Freehold",No,Standard
2011-03-28,"7 Bitterne Avenue, Tilehurst",RG31 4SP,229950,Semi-detached,"Freehold",No,Standard
2011-03-09,"72 Robin Way, Tilehurst",RG31 4SW,165000,Flat,"Leasehold",No,Standard
2011-02-28,"87 Royal Avenue, Calcot",RG31 4UR,163000,Semi-detached,"Freehold",No,Standard
2011-01-21,"5 Bay Tree Rise, Calcot",RG31 4RG,381500,Detached,"Freehold",No,Standard
2011-01-18,"51 Garston Crescent, Calcot",RG31 4XL,187000,Semi-detached,"Freehold",No,Standard
2011-01-14,"6 Farm Drive, Tilehurst",RG31 4EU,356000,Detached,"Freehold",No,Standard
